SEA Analysis Data Result,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,injection28,HEPTANE,578,15,0.025,0.020078679,303.1490196,399.1518097,9.997499943,863.4367901,9371.522029,0.613117,0.65864588,1.074258062,5.120330967,5.500556823,0.146196167,1.220929708,0.183129565,1.529372016,0.510237864,6.4580370184457E-05,8.08952475396605E-05,2.65974977728424E-05,2.75898504147472E-05,3.50474838714649E-05,4.32467566813674E-05
31,injection29,HEPTANE,1125,15,0.05,0.038412118,303.1475595,398.6081543,9.997499828,1650.423911,19174.0607,0.604783,0.651024869,1.076460266,5.052292817,5.438592471,0.137862167,1.151685868,0.175508554,1.466179779,1.044828025,6.09180507829859E-05,7.75531043065507E-05,5.0883139007602E-05,5.27815889239756E-05,6.76136744553471E-05,8.47058832088401E-05
32,injection30,HEPTANE,2136,15,0.1,0.079849639,303.1485046,398.4078522,10.00499994,3424.421923,42776.59248,0.59645,0.640738382,1.074253302,4.98701032,5.357312305,0.129529167,1.083013314,0.165222067,1.381447149,2.333587865,5.72854596722724E-05,7.30709714515036E-05,0.000105774,0.00010972,0.000141441,0.000178877
33,injection31,HEPTANE,2871,15,0.14,0.114711535,303.1486753,398.3076935,9.994999771,4911.993032,61758.90296,0.5898,0.634777283,1.076258533,4.926767428,5.302475486,0.122879167,1.026444686,0.159260967,1.330352233,3.377656738,5.4293259213254E-05,7.03682912635421E-05,0.000151954,0.000157624,0.000198127,0.000252346
34,injection32,HEPTANE,3548,15,0.18,0.150302675,303.1506399,398.9372101,9.997499886,6426.264294,80099.28696,0.583133,0.632533646,1.084715915,4.870554821,5.28316833,0.116212167,0.970649455,0.15701733,1.311470136,4.386263769,5.13416666774125E-05,6.93690829571991E-05,0.000199101,0.000206529,0.00024991,0.000322312
35,injection33,HEXANE,73,15,0.009,0.013050407,303.1484102,397.3920593,10.01250017,535.6042424,6850.385831,0.519833,0.532675444,1.024704942,4.352214151,4.45973535,0.052912167,0.442998195,0.057159129,0.478555168,0.434159518,2.34321801970837E-05,2.53129495184741E-05,1.92343319371289E-05,1.99519648617032E-05,1.01733040712931E-05,1.09898579742391E-05
36,injection34,HEXANE,81,15,0.01,0.01316322,303.1534399,398.5366058,9.994999886,540.2367752,6883.815026,0.519817,0.532563175,1.024520505,4.341673661,4.448133689,0.052896167,0.441805277,0.05704686,0.476473159,0.437039989,2.33686936465856E-05,2.52024044601626E-05,1.94006012739159E-05,2.01244377074457E-05,1.02406169043442E-05,1.1062452757224E-05
37,injection35,HEXANE,101,15,0.0125,0.014712473,303.151565,398.3363495,9.997499886,603.8594303,7693.094952,0.518167,0.533245599,1.029099884,4.329448863,4.455435321,0.051246167,0.4281779,0.057729284,0.482346391,0.488265772,2.26480320337872E-05,2.55132189660083E-05,2.16839659496709E-05,2.24929947192532E-05,1.14007800825057E-05,1.23693873799134E-05
38,injection36,HEXANE,200,15,0.025,0.023705512,303.1487497,398.0931091,10,973.3361652,12645.64687,0.516483,0.495979485,0.960301665,4.317024154,4.145645484,0.049562167,0.414265466,0.020463169,0.171041442,0.802092217,2.19123515452758E-05,9.04714610437545E-06,3.49383491251628E-05,3.62418989310226E-05,1.82774554643965E-05,1.52086210771174E-05
39,injection37,HEXANE,392,15,0.05,0.042693547,303.1495651,398.2790985,10.00499989,1754.362157,23422.55066,0.514817,0.557370692,1.0826579,4.304799423,4.660625103,0.047896167,0.400498411,0.081854377,0.684450345,1.483736747,2.11840935321362E-05,3.62035396833602E-05,6.29238478208963E-05,6.52715365830939E-05,3.27174769468842E-05,3.98865658745553E-05
40,injection38,HEXANE,752,15,0.1,0.086238206,303.1490396,398.3648987,10.00749994,3550.072715,51156.41919,0.511483,0.596027402,1.165292692,4.277770445,4.984854637,0.044562167,0.372694145,0.120511086,1.007890318,3.233953522,1.971343979435E-05,5.33117714715938E-05,0.000127102,0.000131844,6.72202699714406E-05,0.000133194
41,injection39,HEXANE,1019,15,0.14,0.123323575,303.1497158,398.1646423,9.994999828,5084.406963,76593.91397,0.509767,0.579367876,1.136534683,4.258595521,4.840041512,0.042846167,0.357937045,0.10385156,0.867576344,4.840765446,1.89328293204342E-05,4.58898431584673E-05,0.00018176,0.000188542,9.7641765874027E-05,0.00020693
42,injection40,HEXANE,1268,15,0.18,0.161285901,303.1530909,398.321991,9.994999828,6659.70401,103400.5502,0.509817,0.554965493,1.088558234,4.258673524,4.63581413,0.042896167,0.358326163,0.079449178,0.663665805,6.524966772,1.89532004292459E-05,3.51037471625166E-05,0.000237711,0.00024658,0.000129563,0.000266052
43,injection41,ETHYL ACETATE,108,20,0.005,0.007966985,303.154365,397.0487518,9.997499943,212.6735324,486.6644134,1.062967,1.396074112,1.313374839,8.888116947,11.67342916,0.596046167,4.983906401,0.920557797,7.697346533,0.074115453,0.000263616,0.00040714,1.83248445838027E-05,1.90085445352244E-05,1.95380338013092E-05,3.0175329279563E-05
44,injection42,ETHYL ACETATE,215,20,0.01,0.013068482,303.1499304,398.293396,10.00250006,348.811898,851.3101662,0.936333,1.290377447,1.378118091,7.827422604,10.7871127,0.469412167,3.924124648,0.814861131,6.811959459,0.129599449,0.000207564,0.000360314,3.00587873450373E-05,3.11802807008806E-05,3.10544960914957E-05,5.01669659556651E-05
45,injection43,ETHYL ACETATE,268,20,0.0125,0.015335335,303.1472696,398.1217041,9.997499943,409.2944066,1030.016369,0.8995,1.249304101,1.388887272,7.516431961,10.43947668,0.432579167,3.614732489,0.773787785,6.465951352,0.156891798,0.0001912,0.000342015,3.52727727981311E-05,3.65887999512294E-05,3.62728010305997E-05,5.95013512738709E-05
46,injection44,ETHYL ACETATE,529,20,0.025,0.027711279,303.1526293,397.8212433,10.0025,739.3852731,2192.938906,0.7764,1.09833341,1.414648905,6.492265998,9.184276987,0.309479167,2.587868458,0.622817095,5.208003923,0.3339595,0.000136882,0.000275471,6.37386547795561E-05,6.61167439893813E-05,6.05102130707918E-05,0.000108278
47,injection45,ETHYL ACETATE,1031,20,0.05,0.052707227,303.1528048,398.2934113,10.0025,1405.493188,5287.902048,0.673117,0.956887897,1.421577373,5.627080431,7.999330218,0.206196167,1.723745522,0.481371581,4.024139347,0.80576115,9.11753832234952E-05,0.000212852,0.000121232,0.000125755,0.000103527,0.000208702
48,injection46,ETHYL ACETATE,1958,20,0.1,0.102840996,303.1545996,398.9085999,10.00249989,2739.214577,13809.53066,0.596467,0.819344338,1.373662479,4.984564653,6.847109437,0.129546167,1.08259341,0.343828022,2.873307335,2.106690042,5.72620977775856E-05,0.000151979,0.000236544,0.00024537,0.000178021,0.000406416
49,injection47,ETHYL ACETATE,2632,20,0.14,0.141528898,303.1500658,397.6066437,10.00250006,3766.453388,22147.3198,0.571467,0.810284193,1.417901985,4.779165992,6.776388946,0.104546167,0.8743173,0.334767878,2.799656424,3.381545225,4.62463479051294E-05,0.000148086,0.00032553,0.000337676,0.000236978,0.000595204
50,injection48,ETHYL ACETATE,3253,20,0.18,0.178862697,303.1520704,398.2218475,9.992499828,4756.179953,31898.47714,0.556467,0.768916359,1.381782493,4.647447255,6.421761257,0.089546167,0.747863012,0.293400043,2.450390097,4.879185783,3.9557383031345E-05,0.000129611,0.000411402,0.000426751,0.000296221,0.000789314
51,injection49,DICHLOROMETHANE,74,15,0.012,0.014904709,303.1497749,396.2904968,9.994999828,448.1672747,5520.710419,0.4915,0.526265394,1.070733254,4.110443203,4.401188225,0.024579167,0.205557006,0.050749079,0.424417509,1.005618964,1.08727917731603E-05,2.24492625498539E-05,4.61761464465858E-05,4.78989784705079E-05,1.09338855954621E-05,2.25754041412355E-05
52,injection50,DICHLOROMETHANE,123,15,0.02,0.021384026,303.14856,397.8641968,10.0025,642.1358749,7934.340377,0.489833,0.525067696,1.071932058,4.09583272,4.390454396,0.022912167,0.191584483,0.04955138,0.414333384,1.446114614,1.01337656856626E-05,2.19159577725231E-05,6.62496592882218E-05,6.87214340762654E-05,1.53977653039994E-05,3.222928821834E-05
53,injection51,DICHLOROMETHANE,154,15,0.025,0.025179994,303.1475405,398.1932526,10.00249994,755.5298422,9393.16199,0.4865,0.51932973,1.067481459,4.067176243,4.34163523,0.019579167,0.163683292,0.043813414,0.366283408,1.713346355,8.65797522801001E-06,1.93744433887172E-05,7.80099143569762E-05,8.0920464261635E-05,1.77114510957909E-05,3.74067544517063E-05
54,injection52,DICHLOROMETHANE,302,15,0.05,0.044774129,303.1495251,398.0072479,9.992499828,1337.938233,17183.70131,0.4865,0.515118535,1.058825354,4.063573267,4.302614402,0.019579167,0.16353829,0.039602219,0.330784212,3.150442503,8.6502487873748E-06,1.74966102405009E-05,0.000138714,0.00014389,3.01426903051038E-05,6.2551065626806E-05
55,injection53,DICHLOROMETHANE,582,15,0.1,0.089486549,303.147715,397.7068024,9.997499943,2648.169168,36947.98523,0.4865,0.51197907,1.05237219,4.066288136,4.27924855,0.019579167,0.16364755,0.036462755,0.304764784,6.836743674,8.65607969333387E-06,1.61204262152295E-05,0.000277237,0.000287581,6.20516070162301E-05,0.000121976
56,injection54,DICHLOROMETHANE,791,15,0.14,0.129117117,303.1491198,397.6496582,10.00500011,3786.893224,54550.59447,0.484833,0.513340341,1.058798268,4.055547726,4.29400691,0.017912167,0.149832307,0.037824025,0.316391707,10.1770302,7.92529052418611E-06,1.67353506650323E-05,0.000400017,0.000414941,8.85243481748279E-05,0.000177877
57,injection55,DICHLOROMETHANE,987,15,0.18,0.170347619,303.1504358,397.7354584,9.992499828,4948.390818,72392.78037,0.484833,0.511267684,1.054523278,4.050297495,4.271132991,0.017912167,0.149638337,0.035751369,0.298667129,13.65309449,7.91499624012623E-06,1.57977510955371E-05,0.000527752,0.000547443,0.000116037,0.000232791
58,injection56,ACETONE,82,20,0.01,0.015957411,303.1481194,397.0630493,9.992499828,373.3702347,2140.104412,0.624783,0.796563588,1.274944401,5.221429103,6.657031802,0.157862167,1.319283833,0.321047272,2.68305247,0.361084315,6.97829619812402E-05,0.000141919,3.56240893316397E-05,3.69532241046032E-05,2.51975330263146E-05,5.12446992171638E-05
59,injection57,ACETONE,162,20,0.02,0.02520476,303.1515907,397.9357452,9.997499886,589.4580401,3715.267099,0.589783,0.747369791,1.267194529,4.928964138,6.245956391,0.122862167,1.026789876,0.271853476,2.271947533,0.626835222,5.43109955365765E-05,0.000120172,5.62683164831201E-05,5.83676873711053E-05,3.96307293717011E-05,8.3180605093525E-05
60,injection58,ACETONE,202,20,0.025,0.02943585,303.1502995,397.8785095,9.999999885,688.2597713,4525.159922,0.581467,0.70775046,1.217180786,4.860820445,5.916497248,0.114546167,0.957557951,0.232234144,1.941380125,0.763454605,5.06492597106148E-05,0.000102688,6.57140048741517E-05,6.81657943960063E-05,4.65503999780239E-05,9.72097413766279E-05
61,injection59,ACETONE,398,20,0.05,0.052228269,303.1486353,397.506546,10.0025,1219.758922,9243.189537,0.55315,0.667428086,1.206595112,4.626227036,5.581982929,0.086229167,0.721170934,0.191911771,1.60503918,1.560881782,3.81459674858067E-05,8.48977260346114E-05,0.000116597,0.000120947,7.69690311207869E-05,0.000164909
62,injection60,ACETONE,771,20,0.1,0.099485983,303.1227802,398.0501556,10.0075,2317.861658,20922.15311,0.52825,0.640964301,1.213373026,4.41842129,5.361193212,0.061329167,0.512973205,0.165447986,1.383850265,3.539812351,2.71357695435028E-05,7.32042950220619E-05,0.000222097,0.000230384,0.000130669,0.000309776
63,injection61,ACETONE,1052,20,0.14,0.137904208,303.1241249,397.3491516,9.999999943,3206.746173,31668.47242,0.519833,0.612255911,1.177793466,4.346540125,5.119326561,0.052912167,0.442420653,0.136739596,1.143336685,5.372360311,2.34035062852511E-05,6.04810988911204E-05,0.000307864,0.00031935,0.000173557,0.00042061
64,injection62,ACETONE,1318,20,0.18,0.176830006,303.1493505,397.4350586,9.994999886,4103.94582,43369.4372,0.514833,0.607799776,1.180576568,4.302725105,5.079696436,0.047912167,0.400426706,0.132283461,1.105561156,7.37531234,2.11803157222562E-05,5.8477953589853E-05,0.000394764,0.000409492,0.00021598,0.000537739
65,injection63,ACETONITRILE,139,20,0.005,0.007542388,303.1495804,396.8198395,10.0075,149.9416228,886.4000483,0.62145,1.038528255,1.671137268,5.202127152,8.693468555,0.154529167,1.293555996,0.563011939,4.712945044,0.279242189,6.84217691098396E-05,0.000249288,2.6751943382723E-05,2.77500583903324E-05,1.91062446139428E-05,6.96117378268582E-05
66,injection64,ACETONITRILE,276,20,0.01,0.012856262,303.1516451,397.6639557,9.997499886,255.3216863,1675.198085,0.59645,0.923652758,1.548583717,4.985465637,7.720410906,0.129529167,1.08267786,0.448136442,3.745777239,0.528800659,5.7267122745575E-05,0.000198129,4.55996174579171E-05,4.7300939185272E-05,3.33977401122061E-05,0.000119057
67,injection65,ACETONITRILE,343,20,0.0125,0.015283537,303.1486,397.5780487,9.994999828,303.3868191,2058.546371,0.588133,0.904863228,1.538535039,4.914912729,7.561765447,0.121212167,1.012946427,0.429346912,3.587968377,0.650272302,5.35792891050468E-05,0.000189784,5.42088717660206E-05,5.62314047716108E-05,3.99061043891939E-05,0.00014211
68,injection66,ACETONITRILE,674,20,0.025,0.027715286,303.14827,397.2203979,10.00499994,548.8789639,4168.956069,0.5648,0.787551704,1.39439041,4.72561715,6.589355236,0.097879167,0.818943818,0.312035388,2.610764487,1.31869157,4.33176663619807E-05,0.000138095,9.83027926635407E-05,0.00010197,6.88604672307987E-05,0.000234415
69,injection67,ACETONITRILE,1301,20,0.05,0.05285144,303.1491751,397.5780487,10.005,1041.857548,8768.738646,0.549817,0.747016522,1.358663922,4.599319209,6.248929074,0.081229167,0.679496754,0.263099947,2.200878909,2.786478392,3.59415690470075E-05,0.000116414,0.000187458,0.000194452,0.000121615,0.000405286
70,injection68,ACETONITRILE,2431,20,0.1,0.102201266,303.1484255,397.4207001,9.997499943,1997.31674,18751.21435,0.539817,0.659603357,1.221901787,4.512681433,5.514053508,0.072896167,0.609386473,0.184087042,1.538903322,6.015026516,3.22332079511854E-05,8.13995600037142E-05,0.000362496,0.00037602,0.000225681,0.000668089
71,injection69,ACETONITRILE,3233,20,0.14,0.139120171,303.1496195,397.5208588,9.997499886,2702.162141,26548.317,0.539817,0.632506686,1.171705756,4.512438011,5.28724959,0.072896167,0.609353602,0.156990371,1.312313831,8.568691573,3.22313422864616E-05,6.9413943168071E-05,0.000493443,0.000511853,0.00030799,0.000845349
72,injection70,ACETONITRILE,3961,20,0.18,0.174528374,303.1506256,397.7783966,9.997499771,3370.822458,34076.01741,0.5398,0.623472113,1.155005767,4.511639417,5.210969546,0.072879167,0.609122862,0.126022325,1.053292496,11.05997795,3.221903053472E-05,5.57130017730075E-05,0.000619031,0.000642127,0.000388256,0.000984146
73,injection71,ETHANOL,126,20,0.005,0.007811387,303.1482901,396.805542,10.00250006,97.45028378,105.260701,1.682733,2.643875223,1.57117928,14.07909329,22.12077966,1.215812167,10.17245928,2.168358908,18.14222895,0.032050294,0.000538068,0.000959625,1.67963031078916E-05,1.7422973176847E-05,1.72452262818315E-05,3.0756264041821E-05
74,injection72,ETHANOL,251,20,0.01,0.0132441,303.1491798,397.535141,9.999999885,165.1361995,200.2321843,1.416183,2.274677771,1.606203274,11.84100165,19.01905561,0.949262167,7.936979105,1.799161455,15.04316445,0.061015944,0.000419822,0.000795699,2.84779026614549E-05,2.95404132097538E-05,2.940563456184E-05,5.38042044569192E-05
75,injection73,ETHANOL,313,20,0.0125,0.015776402,303.1493105,397.2632904,9.999999885,196.6611712,250.6934903,1.3362,2.151865297,1.610436534,11.17400711,17.99502929,0.869279167,7.269369548,1.676348982,14.01851178,0.076412024,0.000384509,0.0007415,3.39229435431437E-05,3.51886085667384E-05,3.53255614186568E-05,6.52204027717053E-05
76,injection74,ETHANOL,617,20,0.025,0.028607538,303.1479248,397.7068024,9.999999828,356.1572335,538.6584209,1.1013,1.817155904,1.650009901,9.207247695,15.19204986,0.634379167,5.303628548,1.341639588,11.21656952,0.164392301,0.000280533,0.000593296,6.15128785437688E-05,6.38079240422369E-05,6.00069655915267E-05,0.000117419
77,injection75,ETHANOL,1200,20,0.05,0.054762588,303.1512197,397.449295,10.0025,680.056993,1305.688276,0.913017,1.573215776,1.723095819,7.636264441,13.15801533,0.446096167,3.731045857,1.09769946,9.180906112,0.399391567,0.00019735,0.000485615,0.000117752,0.000122146,0.000106384,0.000231538
78,injection76,ETHANOL,2275,20,0.1,0.107239502,303.1489452,397.6925049,10.01000006,1325.218438,3465.283114,0.774733,1.262296123,1.629330521,6.483587553,10.56390709,0.307812167,2.576019264,0.786779807,6.584404904,1.064391144,0.000136257,0.000348278,0.00023059,0.000239193,0.000196995,0.000463143
79,injection77,ETHANOL,3058,20,0.14,0.147145403,303.1494698,397.6495972,10.0075,1811.873841,5488.546965,0.721383,1.178452262,1.633601376,6.03576421,9.860032721,0.254462167,2.129068246,0.702935946,5.881418922,1.692309618,0.000112616,0.000311094,0.000316397,0.000328202,0.000267708,0.000658484
80,injection78,ETHANOL,3781,20,0.18,0.186298021,303.1492151,398.0072479,10.00500011,2286.239119,7709.301779,0.6881,1.162964846,1.690110225,5.754655267,9.726001708,0.221179167,1.849745468,0.68744853,5.749206956,2.38568902,9.78411527533819E-05,0.000304101,0.000400584,0.00041553,0.000335549,0.000869342
81,methaneInjection3,Methane,3000,3,n/a,0,303.1493696,396.9056854,10,10522.3412,141418.2402,0.468166667,0.475911098,1.016542039,3.915865897,3.980642302,0,0,0,0,0,0,0,0,0,0,0
82,methaneInjection4,Methane,3000,3,n/a,0,303.1514896,397.9929504,9.997499886,10581.90146,142121.391,0.4665,0.476024857,1.020417699,3.898527106,3.97812606,0,0,0,0,0,0,0,0,0,0,0
